MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Remodel Age,Was Remodeled
20,190810.50749559083,63.0,9750,3,178309.4876472824,177388.57623947616,3,136751.1523178808,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,5,5,1962,1962,226018.87385740402,179915.26421636617,159525.73015873015,164015.44525547445,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,68.0,0.0,884.0,28.0,980.0,181204.96805555557,4,0.0,186200.11090365946,980,0,0,980,1.0,0.0,1,0,3,1,3,5,182981.7087770841,0,0,132468.47186700767,1969.0,0.0,2.0,400.0,3,3,0.0,0,28,0,0,0,0,0.0,0,11,2009,173907.60378847673,175327.41417910447,110000,47,47,0
20,190810.50749559083,71.0,7064,4,178309.4876472824,177388.57623947616,3,136751.1523178808,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,5,6,1977,1977,170059.83362068966,179915.26421636617,167988.3076923077,164015.44525547445,210179.47781569965,153.0,3,3,148284.15353697748,3,3,0.0,0.0,560.0,0.0,0.0,420.0,980.0,181204.96805555557,3,0.0,186200.11090365946,980,0,0,980,0.0,0.0,1,0,3,1,3,6,182981.7087770841,0,0,132468.47186700767,1986.0,0.0,2.0,484.0,3,3,0.0,192,0,0,0,0,0,0.0,0,7,2009,173907.60378847673,175327.41417910447,135000,32,32,0
20,190810.50749559083,72.0,8499,3,178309.4876472824,177751.95866141733,3,136751.1523178808,142498.90184049078,180228.34979281767,184355.61983471076,178696.39527027027,5,6,1961,1961,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,660.0,0.0,0.0,204.0,864.0,181204.96805555557,5,0.0,186200.11090365946,864,0,0,864,1.0,0.0,1,0,3,1,3,5,182981.7087770841,0,0,132468.47186700767,1982.0,0.0,2.0,732.0,3,3,0.0,0,312,0,0,0,0,0.0,0,6,2009,173907.60378847673,175327.41417910447,141000,48,48,0
20,190810.50749559083,72.0,9079,3,178309.4876472824,177388.57623947616,3,136751.1523178808,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,5,5,1961,1961,170059.83362068966,179915.26421636617,145538.83054892602,164015.44525547445,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,864.0,0.0,0.0,0.0,864.0,181204.96805555557,3,0.0,186200.11090365946,864,0,0,864,0.0,0.0,1,0,2,1,3,5,182981.7087770841,0,0,203176.59119861032,1961.0,0.0,1.0,440.0,3,3,0.0,158,0,0,0,0,0,0.0,0,7,2009,173907.60378847673,175327.41417910447,122000,48,48,0
20,190810.50749559083,72.0,9316,3,178309.4876472824,177388.57623947616,3,136751.1523178808,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,5,5,1965,1965,170059.83362068966,179915.26421636617,159525.73015873015,164015.44525547445,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,544.0,0.0,0.0,480.0,1024.0,181204.96805555557,4,0.0,186200.11090365946,1020,0,0,1020,0.0,0.0,2,0,3,1,3,5,182981.7087770841,0,0,203176.59119861032,1965.0,0.0,1.0,288.0,3,3,0.0,171,0,0,0,0,0,0.0,0,5,2009,114920.14285714286,157488.58695652173,124100,44,44,0
20,190810.50749559083,72.0,7791,3,178309.4876472824,177388.57623947616,3,136751.1523178808,138710.7142857143,180228.34979281767,184355.61983471076,178696.39527027027,5,8,1963,1995,170059.83362068966,179915.26421636617,167988.3076923077,164015.44525547445,155030.12570462233,0.0,4,4,148284.15353697748,3,3,0.0,0.0,624.0,0.0,0.0,288.0,912.0,181204.96805555557,5,0.0,186200.11090365946,912,0,0,912,1.0,0.0,1,0,3,1,4,6,182981.7087770841,0,0,203176.59119861032,1963.0,0.0,1.0,300.0,3,3,0.0,0,0,0,0,0,0,0.0,0,10,2009,173907.60378847673,175327.41417910447,129000,46,14,1
20,190810.50749559083,80.0,10000,4,178309.4876472824,177751.95866141733,3,136751.1523178808,142498.90184049078,180228.34979281767,184355.61983471076,178696.39527027027,5,6,1961,1983,226018.87385740402,179915.26421636617,159525.73015873015,160273.85925925925,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,594.0,0.0,0.0,270.0,864.0,181204.96805555557,5,0.0,186200.11090365946,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,182981.7087770841,1,3,203176.59119861032,1961.0,0.0,1.0,264.0,3,3,0.0,165,0,0,0,0,0,0.0,400,3,2009,173907.60378847673,175327.41417910447,131400,48,26,1
20,190810.50749559083,60.0,8281,3,178309.4876472824,177388.57623947616,3,136751.1523178808,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,5,5,1965,1965,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,553.0,0.0,311.0,0.0,864.0,181204.96805555557,4,0.0,186200.11090365946,864,0,0,864,0.0,0.0,1,0,3,1,3,5,182981.7087770841,1,1,132468.47186700767,1965.0,0.0,1.0,360.0,3,3,0.0,0,0,236,0,0,0,0.0,0,12,2009,173907.60378847673,175327.41417910447,62383,44,44,0
20,190810.50749559083,65.0,7150,4,178309.4876472824,177388.57623947616,3,136751.1523178808,142498.90184049078,180228.34979281767,184355.61983471076,178696.39527027027,5,6,1962,1962,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,60.0,3,3,148284.15353697748,3,3,0.0,0.0,140.0,0.0,590.0,182.0,912.0,181204.96805555557,4,0.0,186200.11090365946,912,0,0,912,0.0,1.0,1,0,3,1,3,6,182981.7087770841,0,0,203176.59119861032,1962.0,0.0,1.0,252.0,3,3,0.0,0,0,0,0,0,0,0.0,0,10,2009,173907.60378847673,175327.41417910447,123000,47,47,0
20,190810.50749559083,80.0,15676,3,194882.73333333334,177388.57623947616,3,248314.58333333334,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,8,8,1980,1980,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,115.0,4,4,148284.15353697748,4,4,0.0,0.0,1733.0,0.0,92.0,189.0,2014.0,181204.96805555557,4,0.0,186200.11090365946,2014,0,0,2014,1.0,0.0,2,0,2,1,4,6,152751.26315789475,2,4,203176.59119861032,1980.0,0.0,3.0,864.0,3,3,0.0,462,0,0,255,0,0,0.0,0,4,2009,173907.60378847673,175327.41417910447,275000,29,29,0
60,190810.50749559083,89.0,11949,4,178309.4876472824,177388.57623947616,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,8,1991,2008,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,196.0,4,4,226384.9992337165,4,3,0.0,0.0,601.0,0.0,216.0,158.0,975.0,181204.96805555557,5,0.0,186200.11090365946,975,780,0,1755,0.0,1.0,2,1,3,1,4,7,182981.7087770841,1,3,203176.59119861032,1991.0,0.0,2.0,524.0,3,3,0.0,502,60,0,0,0,0,0.0,0,7,2009,173907.60378847673,175327.41417910447,235000,18,1,1
160,218986.94964028776,32.0,2880,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,135934.05940594058,205820.0909090909,7,5,2004,2005,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,1376.0,1376.0,181204.96805555557,5,0.0,186200.11090365946,1376,1629,0,3005,0.0,0.0,2,1,3,1,4,9,151640.08571428573,1,3,249693.30810810812,2004.0,0.0,3.0,704.0,3,3,0.0,0,177,0,0,0,0,0.0,0,7,2009,173907.60378847673,175327.41417910447,280750,5,4,1
160,218986.94964028776,40.0,3951,4,178309.4876472824,177751.95866141733,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,205820.0909090909,6,5,2009,2009,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,261575.92276422764,76.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,612.0,612.0,181204.96805555557,5,0.0,186200.11090365946,612,612,0,1224,0.0,0.0,2,1,2,1,4,4,182981.7087770841,0,0,132468.47186700767,2009.0,0.0,2.0,528.0,3,3,0.0,0,234,0,0,0,0,0.0,0,6,2009,277016.7923728814,274579.0123966942,164500,0,0,0
160,218986.94964028776,30.0,3000,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,205820.0909090909,6,5,2009,2009,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,261575.92276422764,76.0,4,3,226384.9992337165,4,3,0.0,0.0,294.0,0.0,0.0,318.0,612.0,181204.96805555557,5,0.0,186200.11090365946,612,612,0,1224,0.0,0.0,2,1,2,1,4,4,182981.7087770841,0,0,132468.47186700767,2009.0,0.0,2.0,528.0,3,3,0.0,0,234,0,0,0,0,0.0,0,6,2009,277016.7923728814,274579.0123966942,173733,0,0,0
120,218986.94964028776,72.5,3830,3,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,6,5,2008,2008,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,261575.92276422764,280.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,1726.0,1726.0,181204.96805555557,5,0.0,186200.11090365946,1726,0,0,1726,0.0,0.0,2,1,2,1,4,6,182981.7087770841,1,4,203176.59119861032,2008.0,0.0,2.0,561.0,3,3,0.0,0,254,0,0,0,0,0.0,0,1,2009,277016.7923728814,274579.0123966942,222000,1,1,0
120,218986.94964028776,72.5,4217,3,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,6,5,2008,2008,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,261575.92276422764,252.0,4,3,226384.9992337165,4,3,0.0,0.0,962.0,0.0,0.0,183.0,1145.0,181204.96805555557,5,0.0,186200.11090365946,1256,0,0,1256,1.0,0.0,1,1,1,1,4,5,182981.7087770841,1,4,203176.59119861032,2008.0,0.0,2.0,641.0,3,3,0.0,0,169,0,0,0,0,0.0,0,3,2009,173907.60378847673,175327.41417910447,195000,1,1,0
160,218986.94964028776,34.0,3230,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,205820.0909090909,6,5,1999,1999,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,210179.47781569965,894.0,3,3,226384.9992337165,4,3,0.0,0.0,381.0,0.0,0.0,348.0,729.0,181204.96805555557,4,0.0,186200.11090365946,742,729,0,1471,0.0,0.0,2,1,3,1,3,6,182981.7087770841,0,0,132468.47186700767,1999.0,0.0,2.0,440.0,3,3,0.0,0,24,0,0,0,0,0.0,0,3,2009,173907.60378847673,175327.41417910447,172500,10,10,0
160,218986.94964028776,34.0,2998,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,205820.0909090909,6,5,2000,2000,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,210179.47781569965,513.0,4,3,226384.9992337165,4,3,0.0,0.0,507.0,0.0,0.0,249.0,756.0,181204.96805555557,5,0.0,186200.11090365946,756,756,0,1512,1.0,0.0,2,1,2,1,4,4,182981.7087770841,0,0,132468.47186700767,2000.0,0.0,2.0,440.0,3,3,0.0,0,32,0,0,0,0,0.0,0,8,2009,173907.60378847673,175327.41417910447,180000,9,9,0
160,218986.94964028776,35.0,3768,4,178309.4876472824,174122.89411764705,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,205820.0909090909,7,5,1999,1999,226018.87385740402,179915.26421636617,153775.16,155553.29306487695,210179.47781569965,218.0,4,3,226384.9992337165,4,3,0.0,0.0,549.0,0.0,0.0,142.0,691.0,181204.96805555557,5,0.0,186200.11090365946,713,739,0,1452,1.0,0.0,2,1,3,1,4,6,182981.7087770841,0,0,132468.47186700767,1999.0,0.0,2.0,506.0,3,3,0.0,0,34,0,0,0,0,0.0,0,9,2009,173907.60378847673,175327.41417910447,156000,10,10,0
160,218986.94964028776,24.0,2645,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,135934.05940594058,205820.0909090909,8,5,1999,2000,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,210179.47781569965,456.0,4,3,226384.9992337165,4,3,0.0,0.0,649.0,0.0,0.0,321.0,970.0,181204.96805555557,5,0.0,186200.11090365946,983,756,0,1739,1.0,0.0,2,1,3,1,4,7,182981.7087770841,0,0,203176.59119861032,1999.0,0.0,2.0,480.0,3,3,0.0,115,0,0,0,0,0,0.0,0,8,2009,173907.60378847673,137197.29100529102,172500,10,9,1
20,190810.50749559083,80.0,14694,3,178309.4876472824,177388.57623947616,3,248314.58333333334,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,8,9,1977,2008,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,210179.47781569965,450.0,5,5,148284.15353697748,4,4,0.0,0.0,1252.0,0.0,136.0,306.0,1694.0,181204.96805555557,5,0.0,186200.11090365946,1694,0,0,1694,1.0,0.0,2,0,2,1,5,5,182981.7087770841,1,4,203176.59119861032,1977.0,0.0,2.0,642.0,3,3,0.0,501,120,0,225,0,0,0.0,0,6,2009,173907.60378847673,175327.41417910447,318750,32,1,1
120,190810.50749559083,61.0,3782,3,178309.4876472824,225531.8722222222,3,193531.25,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,8,5,1981,1981,170059.83362068966,179915.26421636617,145538.83054892602,164015.44525547445,155030.12570462233,0.0,4,3,148284.15353697748,4,3,0.0,0.0,960.0,0.0,0.0,266.0,1226.0,181204.96805555557,3,0.0,186200.11090365946,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,182981.7087770841,2,3,203176.59119861032,1981.0,0.0,2.0,484.0,3,3,0.0,133,78,0,0,0,0,0.0,0,9,2009,173907.60378847673,175327.41417910447,211500,28,28,0
20,190810.50749559083,110.0,15417,4,178309.4876472824,177388.57623947616,3,248314.58333333334,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,7,5,1981,1981,170059.83362068966,179915.26421636617,187803.0340909091,188160.63829787233,155030.12570462233,0.0,4,3,148284.15353697748,4,3,0.0,0.0,121.0,0.0,0.0,1619.0,1740.0,181204.96805555557,3,0.0,186200.11090365946,1740,0,0,1740,0.0,0.0,1,1,2,1,4,7,182981.7087770841,0,0,203176.59119861032,1981.0,0.0,2.0,540.0,3,3,0.0,228,20,218,0,0,0,0.0,0,6,2009,173907.60378847673,175327.41417910447,241600,28,28,0
80,190810.50749559083,80.0,9600,4,194882.73333333334,174122.89411764705,2,248314.58333333334,142498.90184049078,180228.34979281767,184355.61983471076,165527.3828125,8,5,1976,1976,170059.83362068966,179915.26421636617,167988.3076923077,164015.44525547445,210179.47781569965,200.0,4,4,148284.15353697748,3,3,0.0,0.0,0.0,0.0,0.0,392.0,392.0,181204.96805555557,5,0.0,186200.11090365946,1487,1012,0,2499,0.0,0.0,2,1,4,1,3,5,182981.7087770841,1,4,203176.59119861032,1976.0,0.0,2.0,527.0,3,3,0.0,0,64,0,0,0,0,0.0,0,1,2009,173907.60378847673,137197.29100529102,180500,33,33,0
20,190810.50749559083,72.0,9991,3,178309.4876472824,177751.95866141733,3,136751.1523178808,142498.90184049078,180228.34979281767,184355.61983471076,178696.39527027027,4,4,1976,1993,170059.83362068966,179915.26421636617,167988.3076923077,164015.44525547445,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,1116.0,0.0,0.0,165.0,1281.0,181204.96805555557,5,0.0,186200.11090365946,1620,0,0,1620,1.0,0.0,2,0,3,1,3,8,151094.61538461538,1,3,203176.59119861032,1993.0,0.0,2.0,490.0,3,3,0.0,120,78,0,0,0,0,0.0,0,6,2009,173907.60378847673,175327.41417910447,150000,33,16,1
60,190810.50749559083,78.0,11700,4,178309.4876472824,177388.57623947616,3,188406.90839694656,181413.0,180228.34979281767,184355.61983471076,205820.0909090909,6,6,1968,1968,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,298.0,0.0,0.0,429.0,727.0,181204.96805555557,5,0.0,186200.11090365946,829,727,0,1556,0.0,0.0,1,1,4,1,3,8,182981.7087770841,0,0,203176.59119861032,1968.0,0.0,2.0,441.0,3,3,0.0,0,0,0,0,0,0,0.0,0,5,2009,173907.60378847673,175327.41417910447,154000,41,41,0
20,190810.50749559083,80.0,11717,3,178309.4876472824,177388.57623947616,3,188406.90839694656,253917.5,180228.34979281767,184355.61983471076,178696.39527027027,6,6,1970,1970,226018.87385740402,179915.26421636617,159525.73015873015,160273.85925925925,210179.47781569965,571.0,3,3,148284.15353697748,3,3,0.0,0.0,0.0,0.0,0.0,1442.0,1442.0,181204.96805555557,3,0.0,186200.11090365946,1442,0,0,1442,0.0,0.0,2,0,2,1,3,6,182981.7087770841,1,3,203176.59119861032,1970.0,0.0,2.0,615.0,3,3,0.0,371,0,0,0,0,0,0.0,0,2,2009,173907.60378847673,175327.41417910447,185000,39,39,0
20,190810.50749559083,80.0,9156,3,178309.4876472824,177388.57623947616,3,188406.90839694656,247324.8947368421,180228.34979281767,184355.61983471076,178696.39527027027,6,7,1968,1968,226018.87385740402,179915.26421636617,187803.0340909091,188160.63829787233,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,0.0,0.0,0.0,1489.0,1489.0,181204.96805555557,4,0.0,186200.11090365946,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,182981.7087770841,1,4,203176.59119861032,1968.0,0.0,2.0,462.0,3,3,0.0,0,0,0,0,0,0,0.0,0,8,2009,173907.60378847673,175327.41417910447,185750,41,41,0
60,190810.50749559083,80.0,10382,3,178309.4876472824,177751.95866141733,3,188406.90839694656,247324.8947368421,180228.34979281767,184355.61983471076,205820.0909090909,7,6,1973,1973,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,261575.92276422764,240.0,3,3,148284.15353697748,4,3,0.0,0.0,859.0,0.0,32.0,216.0,1107.0,181204.96805555557,5,0.0,186200.11090365946,1107,983,0,2090,1.0,0.0,2,1,3,1,3,7,182981.7087770841,2,3,203176.59119861032,1973.0,0.0,2.0,484.0,3,3,0.0,235,204,228,0,0,0,0.0,350,11,2009,173907.60378847673,175327.41417910447,200000,36,36,0
60,190810.50749559083,80.0,12732,3,178309.4876472824,225531.8722222222,3,188406.90839694656,247324.8947368421,180228.34979281767,184355.61983471076,205820.0909090909,7,6,1974,1974,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,560.0,0.0,42.0,150.0,752.0,181204.96805555557,3,0.0,186200.11090365946,1285,782,0,2067,0.0,0.0,2,1,3,1,4,7,182981.7087770841,2,3,203176.59119861032,1974.0,0.0,2.0,784.0,3,3,0.0,297,40,0,0,0,0,0.0,0,6,2009,173907.60378847673,175327.41417910447,206000,35,35,0
60,190810.50749559083,80.0,12936,3,178309.4876472824,225531.8722222222,3,188406.90839694656,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,6,1972,1972,170059.83362068966,179915.26421636617,159525.73015873015,164015.44525547445,155030.12570462233,0.0,3,3,148284.15353697748,3,4,0.0,0.0,593.0,0.0,0.0,130.0,723.0,181204.96805555557,3,0.0,186200.11090365946,735,660,0,1395,0.0,1.0,1,1,3,1,3,6,182981.7087770841,1,3,203176.59119861032,1972.0,0.0,2.0,497.0,3,3,0.0,294,116,0,0,0,0,0.0,0,12,2009,173907.60378847673,175327.41417910447,162000,37,37,0
60,190810.50749559083,80.0,10400,4,178309.4876472824,177388.57623947616,3,188406.90839694656,253917.5,180228.34979281767,184355.61983471076,205820.0909090909,6,7,1967,1997,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,210179.47781569965,256.0,3,3,226384.9992337165,3,3,0.0,0.0,0.0,0.0,0.0,932.0,932.0,181204.96805555557,4,0.0,186200.11090365946,1271,1369,0,2640,0.0,0.0,2,1,5,1,4,8,182981.7087770841,1,3,203176.59119861032,1967.0,0.0,2.0,515.0,3,3,0.0,0,120,0,0,168,0,0.0,0,5,2009,173907.60378847673,175327.41417910447,256900,42,12,1
80,190810.50749559083,80.0,17871,3,178309.4876472824,225531.8722222222,3,188406.90839694656,183601.24612941642,180228.34979281767,184355.61983471076,165527.3828125,6,5,1967,1976,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,210179.47781569965,359.0,3,3,148284.15353697748,4,3,0.0,0.0,528.0,0.0,0.0,1152.0,1680.0,181204.96805555557,2,0.0,186200.11090365946,1724,0,0,1724,1.0,0.0,1,1,3,1,3,7,182981.7087770841,1,4,203176.59119861032,1967.0,0.0,2.0,480.0,3,3,0.0,0,0,0,0,0,0,0.0,0,6,2009,173907.60378847673,175327.41417910447,197900,42,33,1
20,190810.50749559083,80.0,9600,4,178309.4876472824,177388.57623947616,3,188406.90839694656,142498.90184049078,180228.34979281767,184355.61983471076,178696.39527027027,5,5,1969,1969,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,210179.47781569965,128.0,3,3,148284.15353697748,4,3,0.0,0.0,553.0,0.0,147.0,588.0,1288.0,181204.96805555557,3,0.0,186200.11090365946,1336,0,0,1336,0.0,1.0,2,0,3,1,3,6,182981.7087770841,1,2,203176.59119861032,1969.0,0.0,2.0,502.0,3,3,0.0,312,11,0,0,0,0,0.0,650,8,2009,173907.60378847673,175327.41417910447,163000,40,40,0
20,190810.50749559083,75.0,9000,4,178309.4876472824,177388.57623947616,3,188406.90839694656,142498.90184049078,180228.34979281767,184355.61983471076,178696.39527027027,6,5,1969,1969,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,210179.47781569965,200.0,3,3,148284.15353697748,3,3,0.0,0.0,955.0,0.0,0.0,261.0,1216.0,181204.96805555557,3,0.0,186200.11090365946,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,182981.7087770841,0,0,203176.59119861032,1969.0,0.0,1.0,336.0,3,3,0.0,0,0,0,0,0,0,0.0,0,8,2009,173907.60378847673,137197.29100529102,113000,40,40,0
60,190810.50749559083,80.0,13774,3,178309.4876472824,177388.57623947616,3,188406.90839694656,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,7,1977,1992,226018.87385740402,179915.26421636617,159525.73015873015,160273.85925925925,210179.47781569965,283.0,3,4,226384.9992337165,4,3,0.0,0.0,432.0,0.0,0.0,476.0,908.0,181204.96805555557,5,0.0,186200.11090365946,1316,972,0,2288,0.0,0.0,1,2,4,1,4,8,182981.7087770841,2,3,203176.59119861032,1977.0,0.0,2.0,520.0,3,3,0.0,321,72,0,0,156,0,0.0,0,11,2009,173907.60378847673,175327.41417910447,230000,32,17,1
20,190810.50749559083,80.0,9650,4,178309.4876472824,177388.57623947616,3,188406.90839694656,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,6,5,1977,1977,170059.83362068966,179915.26421636617,167988.3076923077,164015.44525547445,210179.47781569965,360.0,3,3,148284.15353697748,4,3,0.0,0.0,686.0,0.0,0.0,664.0,1350.0,181204.96805555557,3,0.0,186200.11090365946,1334,0,0,1334,0.0,1.0,2,0,2,1,3,6,182981.7087770841,1,3,203176.59119861032,1977.0,0.0,2.0,630.0,3,3,0.0,0,16,0,0,0,0,0.0,0,4,2009,173907.60378847673,175327.41417910447,167900,32,32,0
20,190810.50749559083,78.0,10140,4,178309.4876472824,177388.57623947616,3,188406.90839694656,181413.0,180228.34979281767,184355.61983471076,178696.39527027027,7,5,1998,1999,226018.87385740402,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,5,3,0.0,0.0,144.0,0.0,1127.0,379.0,1650.0,181204.96805555557,5,0.0,186200.11090365946,1680,0,0,1680,1.0,0.0,2,0,3,1,4,7,152751.26315789475,1,3,203176.59119861032,1998.0,0.0,2.0,583.0,3,3,0.0,78,73,0,0,0,0,0.0,0,6,2009,173907.60378847673,175327.41417910447,213250,11,10,1
60,190810.50749559083,70.0,8400,4,178309.4876472824,177388.57623947616,3,188406.90839694656,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,6,2001,2001,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,643.0,0.0,0.0,167.0,810.0,181204.96805555557,5,0.0,186200.11090365946,810,855,0,1665,1.0,0.0,2,1,3,1,4,6,182981.7087770841,0,0,203176.59119861032,2001.0,0.0,2.0,528.0,3,3,0.0,0,45,0,0,0,0,0.0,0,11,2009,173907.60378847673,175327.41417910447,227000,8,8,0
20,190810.50749559083,62.0,7130,4,178309.4876472824,177388.57623947616,3,145097.34988713317,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,5,6,1967,1967,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,155030.12570462233,0.0,3,3,226384.9992337165,3,3,0.0,0.0,648.0,0.0,0.0,216.0,864.0,181204.96805555557,3,0.0,186200.11090365946,864,0,0,864,0.0,1.0,1,0,2,1,3,5,182981.7087770841,0,0,203176.59119861032,1967.0,0.0,1.0,312.0,3,3,0.0,0,0,0,0,0,0,0.0,0,6,2009,173907.60378847673,175327.41417910447,130000,42,42,0
20,190810.50749559083,80.0,9600,4,178309.4876472824,177388.57623947616,3,145097.34988713317,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,5,5,1967,1967,226018.87385740402,179915.26421636617,159525.73015873015,160273.85925925925,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,0.0,0.0,0.0,1568.0,1568.0,181204.96805555557,3,0.0,186200.11090365946,1568,0,0,1568,0.0,0.0,1,1,3,1,3,7,182981.7087770841,0,0,203176.59119861032,1967.0,0.0,2.0,440.0,3,3,0.0,160,40,0,0,0,0,0.0,0,3,2009,132248.28735632185,175327.41417910447,143000,42,42,0
20,190810.50749559083,70.0,9100,4,178309.4876472824,177388.57623947616,3,145097.34988713317,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,5,6,1965,1965,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,338.0,0.0,466.0,121.0,925.0,181204.96805555557,5,0.0,186200.11090365946,925,0,0,925,0.0,1.0,1,0,2,1,3,5,182981.7087770841,0,0,132468.47186700767,1965.0,0.0,1.0,429.0,3,3,0.0,0,0,0,0,0,0,0.0,0,7,2009,173907.60378847673,175327.41417910447,117500,44,44,0
